"date";"T2C3"
"1";"2021-06-01 14:30:00";8393.939453
"2";"2021-06-01 14:45:00";8378.788086
"3";"2021-06-01 15:00:00";8371.211914
"4";"2021-06-01 15:15:00";8371.211914
"5";"2021-06-01 15:30:00";8371.211914
"6";"2021-06-01 15:45:00";8356.060547
"7";"2021-06-01 16:00:00";8348.486328
"8";"2021-06-01 16:15:00";8341.96646328029
"9";"2021-06-01 16:30:00";8340.90918
"10";"2021-06-01 16:45:00";8348.486328
"11";"2021-06-01 17:00:00";8348.486328
"12";"2021-06-01 17:15:00";8348.486328
"13";"2021-06-01 17:30:00";8348.486328
"14";"2021-06-01 17:45:00";8348.486328
"15";"2021-06-01 18:00:00";8356.060547
"16";"2021-06-01 18:15:00";8348.486328
"17";"2021-06-01 18:30:00";8337.03257015274
"18";"2021-06-01 18:45:00";8348.486328
"19";"2021-06-01 19:00:00";8393.939453
"20";"2021-06-01 19:15:00";8431.818359
"21";"2021-06-01 19:30:00";8462.121094
"22";"2021-06-01 19:45:00";8492.424805
"23";"2021-06-01 20:00:00";8507.576172
"24";"2021-06-01 20:15:00";8515.151367
"25";"2021-06-01 20:30:00";8512.44278715608
"26";"2021-06-01 20:45:00";8515.151367
"27";"2021-06-01 21:00:00";8530.302734
"28";"2021-06-01 21:15:00";8530.302734
"29";"2021-06-01 21:30:00";8545.455078
"30";"2021-06-01 21:45:00";8545.455078
"31";"2021-06-01 22:00:00";8553.030273
"32";"2021-06-01 22:15:00";8568.181641
"33";"2021-06-01 22:30:00";8568.181641
"34";"2021-06-01 22:45:00";8571.6246173095
"35";"2021-06-01 23:00:00";8575.757813
"36";"2021-06-01 23:15:00";8575.757813
"37";"2021-06-01 23:30:00";8583.333008
"38";"2021-06-01 23:45:00";8583.333008
"39";"2021-06-02 00:00:00";8583.333008
"40";"2021-06-02 00:15:00";8583.333008
"41";"2021-06-02 00:30:00";8583.333008
"42";"2021-06-02 00:45:00";8583.84229230437
"43";"2021-06-02 01:00:00";8583.333008
"44";"2021-06-02 01:15:00";8583.333008
"45";"2021-06-02 01:30:00";8590.90918
"46";"2021-06-02 01:45:00";8590.90918
"47";"2021-06-02 02:00:00";8590.90918
"48";"2021-06-02 02:15:00";8590.90918
"49";"2021-06-02 02:30:00";8590.90918
"50";"2021-06-02 02:45:00";8590.90918
"51";"2021-06-02 03:00:00";8594.5604250458
"52";"2021-06-02 03:15:00";8598.484375
"53";"2021-06-02 03:30:00";8598.484375
"54";"2021-06-02 03:45:00";8598.484375
"55";"2021-06-02 04:00:00";8606.060547
"56";"2021-06-02 04:15:00";8606.060547
"57";"2021-06-02 04:30:00";8606.060547
"58";"2021-06-02 04:45:00";8606.060547
"59";"2021-06-02 05:00:00";8606.01536152733
"60";"2021-06-02 05:15:00";8606.060547
"61";"2021-06-02 05:30:00";8606.060547
"62";"2021-06-02 05:45:00";8606.060547
"63";"2021-06-02 06:00:00";8606.060547
"64";"2021-06-02 06:15:00";8606.060547
"65";"2021-06-02 06:30:00";8613.636719
"66";"2021-06-02 06:45:00";8613.636719
"67";"2021-06-02 07:00:00";8613.636719
"68";"2021-06-02 07:15:00";8613.77051693581
"69";"2021-06-02 07:30:00";8613.636719
"70";"2021-06-02 07:45:00";8613.636719
"71";"2021-06-02 08:00:00";8613.636719
"72";"2021-06-02 08:15:00";8613.636719
"73";"2021-06-02 08:30:00";8613.636719
"74";"2021-06-02 08:45:00";8613.636719
"75";"2021-06-02 09:00:00";8613.636719
"76";"2021-06-02 09:15:00";8613.63677394399
"77";"2021-06-02 09:30:00";8613.636719
"78";"2021-06-02 09:45:00";8613.636719
"79";"2021-06-02 10:00:00";8613.636719
"80";"2021-06-02 10:15:00";8613.636719
"81";"2021-06-02 10:30:00";8613.636719
"82";"2021-06-02 10:45:00";8613.636719
"83";"2021-06-02 11:00:00";8613.636719
"84";"2021-06-02 11:15:00";8613.636719
"85";"2021-06-02 11:30:00";8617.39063406844
"86";"2021-06-02 11:45:00";8621.211914
"87";"2021-06-02 12:00:00";8621.211914
"88";"2021-06-02 12:15:00";8621.211914
"89";"2021-06-02 12:30:00";8621.211914
"90";"2021-06-02 12:45:00";8613.636719
"91";"2021-06-02 13:00:00";8613.636719
"92";"2021-06-02 13:15:00";8621.211914
"93";"2021-06-02 13:30:00";8625.30179176773
"94";"2021-06-02 13:45:00";8621.211914
"95";"2021-06-02 14:00:00";8613.636719
"96";"2021-06-02 14:15:00";8621.211914
"97";"2021-06-02 14:30:00";8621.211914
"98";"2021-06-02 14:45:00";8621.211914
"99";"2021-06-02 15:00:00";8621.211914
"100";"2021-06-02 15:15:00";8613.636719
"101";"2021-06-02 15:30:00";8613.636719
"102";"2021-06-02 15:45:00";8614.13285047788
"103";"2021-06-02 16:00:00";8613.636719
"104";"2021-06-02 16:15:00";8613.636719
"105";"2021-06-02 16:30:00";8613.636719
"106";"2021-06-02 16:45:00";8613.636719
"107";"2021-06-02 17:00:00";8613.636719
"108";"2021-06-02 17:15:00";8613.636719
"109";"2021-06-02 17:30:00";8613.636719
"110";"2021-06-02 17:45:00";8613.63667491539
"111";"2021-06-02 18:00:00";8613.636719
"112";"2021-06-02 18:15:00";8613.636719
"113";"2021-06-02 18:30:00";8613.636719
"114";"2021-06-02 18:45:00";8613.636719
"115";"2021-06-02 19:00:00";8613.636719
"116";"2021-06-02 19:15:00";8613.636719
"117";"2021-06-02 19:30:00";8613.636719
"118";"2021-06-02 19:45:00";8613.636719
"119";"2021-06-02 20:00:00";8613.6367311181
"120";"2021-06-02 20:15:00";8613.636719
"121";"2021-06-02 20:30:00";8613.636719
"122";"2021-06-02 20:45:00";8613.636719
"123";"2021-06-02 21:00:00";8613.636719
"124";"2021-06-02 21:15:00";8613.636719
"125";"2021-06-02 21:30:00";8613.636719
"126";"2021-06-02 21:45:00";8613.636719
"127";"2021-06-02 22:00:00";8613.50033006408
"128";"2021-06-02 22:15:00";8613.636719
"129";"2021-06-02 22:30:00";8613.636719
"130";"2021-06-02 22:45:00";8613.636719
"131";"2021-06-02 23:00:00";8621.211914
"132";"2021-06-02 23:15:00";8621.211914
"133";"2021-06-02 23:30:00";8621.211914
"134";"2021-06-02 23:45:00";8613.636719
"135";"2021-06-03 00:00:00";8615.52770355246
"136";"2021-06-03 00:15:00";8621.211914
"137";"2021-06-03 00:30:00";8621.211914
"138";"2021-06-03 00:45:00";8621.211914
"139";"2021-06-03 01:00:00";8621.211914
"140";"2021-06-03 01:15:00";8621.211914
"141";"2021-06-03 01:30:00";8621.211914
"142";"2021-06-03 01:45:00";8628.788086
"143";"2021-06-03 02:00:00";8628.788086
"144";"2021-06-03 02:15:00";8628.28858643356
