"date";"T1B4"
"1";"2021-06-01 14:30:00";2643.939941
"2";"2021-06-01 14:45:00";2643.939941
"3";"2021-06-01 15:00:00";2643.939941
"4";"2021-06-01 15:15:00";2643.939941
"5";"2021-06-01 15:30:00";2643.939941
"6";"2021-06-01 15:45:00";2643.939941
"7";"2021-06-01 16:00:00";2643.939941
"8";"2021-06-01 16:15:00";2649.75523200878
"9";"2021-06-01 16:30:00";2651.514893
"10";"2021-06-01 16:45:00";2643.939941
"11";"2021-06-01 17:00:00";2651.514893
"12";"2021-06-01 17:15:00";2674.24292
"13";"2021-06-01 17:30:00";2689.394043
"14";"2021-06-01 17:45:00";2696.969971
"15";"2021-06-01 18:00:00";2712.121094
"16";"2021-06-01 18:15:00";2719.697021
"17";"2021-06-01 18:30:00";2724.93222386231
"18";"2021-06-01 18:45:00";2727.272949
"19";"2021-06-01 19:00:00";2727.272949
"20";"2021-06-01 19:15:00";2734.849121
"21";"2021-06-01 19:30:00";2734.849121
"22";"2021-06-01 19:45:00";2734.849121
"23";"2021-06-01 20:00:00";2742.424072
"24";"2021-06-01 20:15:00";2757.575928
"25";"2021-06-01 20:30:00";2758.95328767482
"26";"2021-06-01 20:45:00";2757.575928
"27";"2021-06-01 21:00:00";2765.150879
"28";"2021-06-01 21:15:00";2765.150879
"29";"2021-06-01 21:30:00";2765.150879
"30";"2021-06-01 21:45:00";2765.150879
"31";"2021-06-01 22:00:00";2765.150879
"32";"2021-06-01 22:15:00";2772.727051
"33";"2021-06-01 22:30:00";2765.150879
"34";"2021-06-01 22:45:00";2760.91292212521
"35";"2021-06-01 23:00:00";2765.150879
"36";"2021-06-01 23:15:00";2772.727051
"37";"2021-06-01 23:30:00";2772.727051
"38";"2021-06-01 23:45:00";2772.727051
"39";"2021-06-02 00:00:00";2772.727051
"40";"2021-06-02 00:15:00";2780.302979
"41";"2021-06-02 00:30:00";2772.727051
"42";"2021-06-02 00:45:00";2774.14933391824
"43";"2021-06-02 01:00:00";2780.302979
"44";"2021-06-02 01:15:00";2780.302979
"45";"2021-06-02 01:30:00";2780.302979
"46";"2021-06-02 01:45:00";2780.302979
"47";"2021-06-02 02:00:00";2780.302979
"48";"2021-06-02 02:15:00";2780.302979
"49";"2021-06-02 02:30:00";2780.302979
"50";"2021-06-02 02:45:00";2787.878906
"51";"2021-06-02 03:00:00";2786.62330740116
"52";"2021-06-02 03:15:00";2780.302979
"53";"2021-06-02 03:30:00";2780.302979
"54";"2021-06-02 03:45:00";2787.878906
"55";"2021-06-02 04:00:00";2780.302979
"56";"2021-06-02 04:15:00";2787.878906
"57";"2021-06-02 04:30:00";2787.878906
"58";"2021-06-02 04:45:00";2787.878906
"59";"2021-06-02 05:00:00";2787.8872718736
"60";"2021-06-02 05:15:00";2787.878906
"61";"2021-06-02 05:30:00";2787.878906
"62";"2021-06-02 05:45:00";2787.878906
"63";"2021-06-02 06:00:00";2795.455078
"64";"2021-06-02 06:15:00";2787.878906
"65";"2021-06-02 06:30:00";2787.878906
"66";"2021-06-02 06:45:00";2787.878906
"67";"2021-06-02 07:00:00";2795.455078
"68";"2021-06-02 07:15:00";2791.8484372614
"69";"2021-06-02 07:30:00";2787.878906
"70";"2021-06-02 07:45:00";2795.455078
"71";"2021-06-02 08:00:00";2795.455078
"72";"2021-06-02 08:15:00";2787.878906
"73";"2021-06-02 08:30:00";2787.878906
"74";"2021-06-02 08:45:00";2787.878906
"75";"2021-06-02 09:00:00";2795.455078
"76";"2021-06-02 09:15:00";2799.21529440596
"77";"2021-06-02 09:30:00";2795.455078
"78";"2021-06-02 09:45:00";2787.878906
"79";"2021-06-02 10:00:00";2787.878906
"80";"2021-06-02 10:15:00";2787.878906
"81";"2021-06-02 10:30:00";2787.878906
"82";"2021-06-02 10:45:00";2787.878906
"83";"2021-06-02 11:00:00";2787.878906
"84";"2021-06-02 11:15:00";2787.878906
"85";"2021-06-02 11:30:00";2787.88093043206
"86";"2021-06-02 11:45:00";2787.878906
"87";"2021-06-02 12:00:00";2787.878906
"88";"2021-06-02 12:15:00";2787.878906
"89";"2021-06-02 12:30:00";2787.878906
"90";"2021-06-02 12:45:00";2787.878906
"91";"2021-06-02 13:00:00";2787.878906
"92";"2021-06-02 13:15:00";2795.455078
"93";"2021-06-02 13:30:00";2793.53068057
"94";"2021-06-02 13:45:00";2787.878906
"95";"2021-06-02 14:00:00";2787.878906
"96";"2021-06-02 14:15:00";2787.878906
"97";"2021-06-02 14:30:00";2787.878906
"98";"2021-06-02 14:45:00";2787.878906
"99";"2021-06-02 15:00:00";2787.878906
"100";"2021-06-02 15:15:00";2787.878906
"101";"2021-06-02 15:30:00";2787.878906
"102";"2021-06-02 15:45:00";2793.36099722012
"103";"2021-06-02 16:00:00";2795.455078
"104";"2021-06-02 16:15:00";2787.878906
"105";"2021-06-02 16:30:00";2787.878906
"106";"2021-06-02 16:45:00";2795.455078
"107";"2021-06-02 17:00:00";2787.878906
"108";"2021-06-02 17:15:00";2787.878906
"109";"2021-06-02 17:30:00";2787.878906
"110";"2021-06-02 17:45:00";2788.34747673848
"111";"2021-06-02 18:00:00";2787.878906
"112";"2021-06-02 18:15:00";2787.878906
"113";"2021-06-02 18:30:00";2795.455078
"114";"2021-06-02 18:45:00";2787.878906
"115";"2021-06-02 19:00:00";2787.878906
"116";"2021-06-02 19:15:00";2787.878906
"117";"2021-06-02 19:30:00";2795.455078
"118";"2021-06-02 19:45:00";2795.455078
"119";"2021-06-02 20:00:00";2789.29231984265
"120";"2021-06-02 20:15:00";2787.878906
"121";"2021-06-02 20:30:00";2795.455078
"122";"2021-06-02 20:45:00";2795.455078
"123";"2021-06-02 21:00:00";2795.455078
"124";"2021-06-02 21:15:00";2795.455078
"125";"2021-06-02 21:30:00";2795.455078
"126";"2021-06-02 21:45:00";2795.455078
"127";"2021-06-02 22:00:00";2789.80084551295
"128";"2021-06-02 22:15:00";2787.878906
"129";"2021-06-02 22:30:00";2795.455078
"130";"2021-06-02 22:45:00";2795.455078
"131";"2021-06-02 23:00:00";2795.455078
"132";"2021-06-02 23:15:00";2795.455078
"133";"2021-06-02 23:30:00";2795.455078
"134";"2021-06-02 23:45:00";2795.455078
"135";"2021-06-03 00:00:00";2795.45246687805
"136";"2021-06-03 00:15:00";2795.455078
"137";"2021-06-03 00:30:00";2795.455078
"138";"2021-06-03 00:45:00";2795.455078
"139";"2021-06-03 01:00:00";2795.455078
"140";"2021-06-03 01:15:00";2795.455078
"141";"2021-06-03 01:30:00";2795.455078
"142";"2021-06-03 01:45:00";2795.455078
"143";"2021-06-03 02:00:00";2795.455078
"144";"2021-06-03 02:15:00";2795.45506514845
"145";"2021-06-03 02:30:00";2795.455078
"146";"2021-06-03 02:45:00";2795.455078
