"date";"T2C1"
"1";"2021-06-01 14:30:00";6651.516113
"2";"2021-06-01 14:45:00";6651.516113
"3";"2021-06-01 15:00:00";6651.516113
"4";"2021-06-01 15:15:00";6651.516113
"5";"2021-06-01 15:30:00";6643.939941
"6";"2021-06-01 15:45:00";6643.939941
"7";"2021-06-01 16:00:00";6636.36377
"8";"2021-06-01 16:15:00";6634.3664034285
"9";"2021-06-01 16:30:00";6636.36377
"10";"2021-06-01 16:45:00";6636.36377
"11";"2021-06-01 17:00:00";6636.36377
"12";"2021-06-01 17:15:00";6636.36377
"13";"2021-06-01 17:30:00";6636.36377
"14";"2021-06-01 17:45:00";6636.36377
"15";"2021-06-01 18:00:00";6636.36377
"16";"2021-06-01 18:15:00";6636.36377
"17";"2021-06-01 18:30:00";6634.69861696561
"18";"2021-06-01 18:45:00";6636.36377
"19";"2021-06-01 19:00:00";6643.939941
"20";"2021-06-01 19:15:00";6651.516113
"21";"2021-06-01 19:30:00";6674.243164
"22";"2021-06-01 19:45:00";6696.970215
"23";"2021-06-01 20:00:00";6704.545898
"24";"2021-06-01 20:15:00";6712.12207
"25";"2021-06-01 20:30:00";6711.78061929288
"26";"2021-06-01 20:45:00";6712.12207
"27";"2021-06-01 21:00:00";6719.698242
"28";"2021-06-01 21:15:00";6719.698242
"29";"2021-06-01 21:30:00";6727.272949
"30";"2021-06-01 21:45:00";6727.272949
"31";"2021-06-01 22:00:00";6734.849121
"32";"2021-06-01 22:15:00";6734.849121
"33";"2021-06-01 22:30:00";6734.849121
"34";"2021-06-01 22:45:00";6744.79848867908
"35";"2021-06-01 23:00:00";6750.000977
"36";"2021-06-01 23:15:00";6742.424805
"37";"2021-06-01 23:30:00";6750.000977
"38";"2021-06-01 23:45:00";6757.576172
"39";"2021-06-02 00:00:00";6757.576172
"40";"2021-06-02 00:15:00";6757.576172
"41";"2021-06-02 00:30:00";6757.576172
"42";"2021-06-02 00:45:00";6755.05294192859
"43";"2021-06-02 01:00:00";6757.576172
"44";"2021-06-02 01:15:00";6765.151855
"45";"2021-06-02 01:30:00";6757.576172
"46";"2021-06-02 01:45:00";6765.151855
"47";"2021-06-02 02:00:00";6765.151855
"48";"2021-06-02 02:15:00";6765.151855
"49";"2021-06-02 02:30:00";6757.576172
"50";"2021-06-02 02:45:00";6765.151855
"51";"2021-06-02 03:00:00";6765.65214082063
"52";"2021-06-02 03:15:00";6765.151855
"53";"2021-06-02 03:30:00";6772.728027
"54";"2021-06-02 03:45:00";6772.728027
