"date";"T3B1";"T3B3";"T3B4";"T3B2";"T2C1";"T2C2";"T2C3";"T2C4";"T1C2";"T1C3";"T1C4";"T1C5";"T1B2";"T1B3";"T1B4";"T1B5";"T3A2";"T3A3";"T3A5";"T1A1";"T1A2";"T1A3";"T1A4";"T2B1";"T2B2";"T2B3";"T2B4";"T2A4";"T2A1";"T2A2";"T2A3";"T3C1";"T3C3";"T3C4";"T3C5"
"35";"2021-06-01 23:00:00";2172.727051;2036.364014;1618.182007;7568.182129;6750.000977;659.091003;8575.757813;60.605999;75.758003;3242.424072;6068.182129;12340.90918;2363.635986;5719.698242;2765.150879;30.302999;0;1618.182007;0;3015.150879;3734.849121;2401.514893;17507.57617;0;0;0;9227.272461;4954.545898;1280.302979;545.455017;3015.150879;24977.27344;3075.758057;11545.45508;9227.272461
"36";"2021-06-01 23:15:00";2172.727051;2036.364014;1618.182007;7568.182129;6742.424805;666.666992;8575.757813;60.605999;75.758003;3242.424072;6068.182129;12333.33301;2363.635986;5719.698242;2772.727051;30.302999;0;1631.817993;0;3015.150879;3734.849121;2409.091064;17515.15039;0;0;0;13098.48438;4954.545898;1280.302979;553.030029;3015.150879;24977.27344;3075.758057;11545.45508;9234.848633
"37";"2021-06-01 23:30:00";2172.727051;2036.364014;1618.182007;7568.182129;6750.000977;666.666992;8583.333008;60.605999;75.758003;3242.424072;6068.182129;12325.75781;2363.635986;5719.698242;2772.727051;30.302999;0;2734.849121;0;3015.150879;3734.849121;2416.666992;17507.57617;0;0;0;17886.36328;4962.121094;1287.879028;560.606018;3022.727051;24977.27344;3075.758057;11545.45508;9234.848633
"38";"2021-06-01 23:45:00";2181.818115;2040.909058;1622.727051;7568.182129;6757.576172;674.242004;8583.333008;60.605999;75.758003;3242.424072;6068.182129;12333.33301;2371.211914;5719.698242;2772.727051;30.302999;0;2742.424072;0;3015.150879;3734.849121;2416.666992;17515.15039;0;0;0;12795.4541;4962.121094;1287.879028;560.606018;3015.150879;24977.27344;3083.333008;11545.45508;9234.848633
"39";"2021-06-02 00:00:00";2181.818115;2040.909058;1622.727051;7575.757813;6757.576172;674.242004;8583.333008;60.605999;68.181999;3242.424072;6068.182129;12333.33301;2363.635986;5719.698242;2772.727051;30.302999;0;2742.424072;0;3022.727051;3734.849121;2416.666992;17515.15039;0;0;0;9583.333008;4962.121094;1287.879028;553.030029;3022.727051;24962.12109;3083.333008;11553.03027;9234.848633
"40";"2021-06-02 00:15:00";2172.727051;2040.909058;1622.727051;7575.757813;6757.576172;681.817993;8583.333008;60.605999;75.758003;3242.424072;6075.757813;12333.33301;2371.211914;5727.272949;2780.302979;30.302999;0;2742.424072;0;3022.727051;3734.849121;2409.091064;17515.15039;0;0;0;5689.394043;4962.121094;1287.879028;560.606018;3015.150879;24962.12109;3090.908936;11545.45508;9227.272461
"41";"2021-06-02 00:30:00";2181.818115;2040.909058;1622.727051;7575.757813;6757.576172;674.242004;8583.333008;60.605999;75.758003;3250;6075.757813;12333.33301;2371.211914;5719.698242;2772.727051;30.302999;0;2757.575928;0;3022.727051;3734.849121;2416.666992;17515.15039;0;0;0;969.697021;4962.121094;1295.454956;553.030029;3015.150879;24962.12109;3090.908936;11545.45508;9234.848633
"42";"2021-06-02 00:45:00";2184.61040140826;2040.88736301318;1627.25083821205;7575.62368061435;6755.05294192859;675.66482402101;8583.84229230437;59.9728546132863;75.1253936948973;3251.89978255842;6075.12749239988;12331.5952983094;2376.69403281518;5717.33577446655;2774.14933391824;30.302999;1.10017959398914e-243;2766.42126413981;9.01264787579902e-264;3022.84788113162;3734.84883151095;2419.03705924537;17521.9137693002;-28.9792277325538;-1.75530573939256;-22.8810528305718;-483.597445593536;4959.81576715572;1297.37662502197;554.329147356574;3021.99246297771;24963.1086869393;3090.86349501345;11545.9547291544;9237.33287785721
"43";"2021-06-02 01:00:00";2181.818115;2040.909058;1631.817993;7575.757813;6757.576172;681.817993;8583.333008;60.605999;75.758003;3250;6075.757813;12333.33301;2378.788086;5719.698242;2780.302979;30.302999;0;2765.150879;0;3022.727051;3734.849121;2416.666992;17522.72656;0;0;0;0;4962.121094;1295.454956;560.606018;3022.727051;24962.12109;3090.908936;11545.45508;9234.848633
"44";"2021-06-02 01:15:00";2181.818115;2040.909058;1631.817993;7575.757813;6765.151855;681.817993;8583.333008;60.605999;75.758003;3250;6075.757813;12340.90918;2371.211914;5719.698242;2780.302979;30.302999;0;2765.150879;0;3022.727051;3734.849121;2416.666992;17515.15039;0;0;0;0;4969.698242;1295.454956;560.606018;3015.150879;24962.12109;3090.908936;11545.45508;9234.848633
"45";"2021-06-02 01:30:00";2181.818115;2040.909058;1631.817993;7575.757813;6757.576172;681.817993;8590.90918;53.029999;75.758003;3250;6075.757813;12340.90918;2378.788086;5719.698242;2780.302979;30.302999;0;2765.150879;0;3022.727051;3734.849121;2416.666992;17530.30273;0;0;0;0;4962.121094;1295.454956;560.606018;3022.727051;24977.27344;3098.485107;11545.45508;9234.848633
"46";"2021-06-02 01:45:00";2181.818115;2040.909058;1631.817993;7590.90918;6765.151855;681.817993;8590.90918;60.605999;75.758003;3250;6083.333984;12333.33301;2378.788086;5719.698242;2780.302979;30.302999;0;2765.150879;0;3022.727051;3734.849121;2416.666992;17522.72656;1640.909058;100;1295.454956;2060.605957;4962.121094;1295.454956;560.606018;3022.727051;24962.12109;3098.485107;11553.03027;9227.272461
"47";"2021-06-02 02:00:00";2181.818115;2040.909058;1631.817993;7590.90918;6765.151855;689.393982;8590.90918;60.605999;75.758003;3257.575928;6083.333984;12340.90918;2378.788086;5719.698242;2780.302979;30.302999;0;2765.150879;0;3022.727051;3734.849121;2416.666992;17530.30273;1640.909058;100;1295.454956;2060.605957;4969.698242;1303.030029;560.606018;3022.727051;24962.12109;3098.485107;11553.03027;9227.272461
"48";"2021-06-02 02:15:00";2181.818115;2040.909058;1631.817993;7590.90918;6765.151855;689.393982;8590.90918;60.605999;75.758003;3257.575928;6083.333984;12340.90918;2378.788086;5719.698242;2780.302979;30.302999;0;2780.302979;0;3030.302979;3734.849121;2416.666992;17537.87891;1640.909058;90.908997;1295.454956;2060.605957;4962.121094;1295.454956;560.606018;3015.150879;24969.69727;3106.061035;11553.03027;9234.848633
"49";"2021-06-02 02:30:00";2181.818115;2040.909058;1631.817993;7590.90918;6757.576172;689.393982;8590.90918;60.605999;75.758003;3257.575928;6090.90918;12340.90918;2378.788086;5719.698242;2780.302979;30.302999;0;2780.302979;0;3022.727051;3734.849121;2416.666992;17537.87891;1640.909058;86.363998;1286.364014;2060.605957;4969.698242;1303.030029;560.606018;3022.727051;24962.12109;3106.061035;11553.03027;9234.848633
