"date";"T3C3"
"1";"2021-06-01 14:30:00";2878.788086
"2";"2021-06-01 14:45:00";2871.211914
"3";"2021-06-01 15:00:00";2871.211914
"4";"2021-06-01 15:15:00";2871.211914
"5";"2021-06-01 15:30:00";2871.211914
"6";"2021-06-01 15:45:00";2863.636963
"7";"2021-06-01 16:00:00";2871.211914
"8";"2021-06-01 16:15:00";2873.57210924577
"9";"2021-06-01 16:30:00";2871.211914
"10";"2021-06-01 16:45:00";2871.211914
"11";"2021-06-01 17:00:00";2871.211914
"12";"2021-06-01 17:15:00";2871.211914
"13";"2021-06-01 17:30:00";2871.211914
"14";"2021-06-01 17:45:00";2871.211914
"15";"2021-06-01 18:00:00";2863.636963
"16";"2021-06-01 18:15:00";2878.788086
"17";"2021-06-01 18:30:00";2900.16178579799
"18";"2021-06-01 18:45:00";2931.818115
"19";"2021-06-01 19:00:00";2977.272949
"20";"2021-06-01 19:15:00";3007.575928
"21";"2021-06-01 19:30:00";3022.727051
"22";"2021-06-01 19:45:00";3037.878906
"23";"2021-06-01 20:00:00";3030.302979
"24";"2021-06-01 20:15:00";3037.878906
"25";"2021-06-01 20:30:00";3038.49454498804
"26";"2021-06-01 20:45:00";3037.878906
"27";"2021-06-01 21:00:00";3045.455078
"28";"2021-06-01 21:15:00";3045.455078
"29";"2021-06-01 21:30:00";3053.030029
"30";"2021-06-01 21:45:00";3060.605957
"31";"2021-06-01 22:00:00";3068.181885
"32";"2021-06-01 22:15:00";3075.758057
"33";"2021-06-01 22:30:00";3075.758057
"34";"2021-06-01 22:45:00";3075.22358643514
"35";"2021-06-01 23:00:00";3075.758057
"36";"2021-06-01 23:15:00";3075.758057
"37";"2021-06-01 23:30:00";3075.758057
"38";"2021-06-01 23:45:00";3083.333008
"39";"2021-06-02 00:00:00";3083.333008
"40";"2021-06-02 00:15:00";3090.908936
"41";"2021-06-02 00:30:00";3090.908936
"42";"2021-06-02 00:45:00";3090.86349501345
"43";"2021-06-02 01:00:00";3090.908936
"44";"2021-06-02 01:15:00";3090.908936
"45";"2021-06-02 01:30:00";3098.485107
"46";"2021-06-02 01:45:00";3098.485107
"47";"2021-06-02 02:00:00";3098.485107
"48";"2021-06-02 02:15:00";3106.061035
"49";"2021-06-02 02:30:00";3106.061035
"50";"2021-06-02 02:45:00";3106.061035
"51";"2021-06-02 03:00:00";3103.64068886401
"52";"2021-06-02 03:15:00";3106.061035
"53";"2021-06-02 03:30:00";3113.636963
"54";"2021-06-02 03:45:00";3106.061035
"55";"2021-06-02 04:00:00";3113.636963
"56";"2021-06-02 04:15:00";3106.061035
"57";"2021-06-02 04:30:00";3121.211914
"58";"2021-06-02 04:45:00";3121.211914
"59";"2021-06-02 05:00:00";3120.03177852012
"60";"2021-06-02 05:15:00";3121.211914
"61";"2021-06-02 05:30:00";3121.211914
"62";"2021-06-02 05:45:00";3121.211914
"63";"2021-06-02 06:00:00";3121.211914
"64";"2021-06-02 06:15:00";3121.211914
"65";"2021-06-02 06:30:00";3121.211914
"66";"2021-06-02 06:45:00";3121.211914
"67";"2021-06-02 07:00:00";3121.211914
"68";"2021-06-02 07:15:00";3121.21188590187
"69";"2021-06-02 07:30:00";3121.211914
"70";"2021-06-02 07:45:00";3121.211914
"71";"2021-06-02 08:00:00";3121.211914
"72";"2021-06-02 08:15:00";3121.211914
"73";"2021-06-02 08:30:00";3121.211914
"74";"2021-06-02 08:45:00";3121.211914
"75";"2021-06-02 09:00:00";3121.211914
"76";"2021-06-02 09:15:00";3121.2119140025
"77";"2021-06-02 09:30:00";3121.211914
"78";"2021-06-02 09:45:00";3121.211914
"79";"2021-06-02 10:00:00";3121.211914
"80";"2021-06-02 10:15:00";3121.211914
"81";"2021-06-02 10:30:00";3121.211914
"82";"2021-06-02 10:45:00";3121.211914
"83";"2021-06-02 11:00:00";3121.211914
"84";"2021-06-02 11:15:00";3121.211914
"85";"2021-06-02 11:30:00";3121.211914
"86";"2021-06-02 11:45:00";3121.211914
"87";"2021-06-02 12:00:00";3121.211914
"88";"2021-06-02 12:15:00";3121.211914
"89";"2021-06-02 12:30:00";3121.211914
"90";"2021-06-02 12:45:00";3121.211914
"91";"2021-06-02 13:00:00";3121.211914
"92";"2021-06-02 13:15:00";3121.211914
"93";"2021-06-02 13:30:00";3121.211914
"94";"2021-06-02 13:45:00";3121.211914
"95";"2021-06-02 14:00:00";3121.211914
"96";"2021-06-02 14:15:00";3121.211914
"97";"2021-06-02 14:30:00";3121.211914
"98";"2021-06-02 14:45:00";3121.211914
"99";"2021-06-02 15:00:00";3121.211914
"100";"2021-06-02 15:15:00";3121.211914
"101";"2021-06-02 15:30:00";3121.211914
"102";"2021-06-02 15:45:00";3121.21191399992
"103";"2021-06-02 16:00:00";3121.211914
"104";"2021-06-02 16:15:00";3121.211914
"105";"2021-06-02 16:30:00";3121.211914
"106";"2021-06-02 16:45:00";3121.211914
"107";"2021-06-02 17:00:00";3121.211914
"108";"2021-06-02 17:15:00";3121.211914
"109";"2021-06-02 17:30:00";3121.211914
"110";"2021-06-02 17:45:00";3121.21191485825
"111";"2021-06-02 18:00:00";3121.211914
"112";"2021-06-02 18:15:00";3121.211914
"113";"2021-06-02 18:30:00";3121.211914
"114";"2021-06-02 18:45:00";3121.211914
"115";"2021-06-02 19:00:00";3121.211914
"116";"2021-06-02 19:15:00";3121.211914
"117";"2021-06-02 19:30:00";3121.211914
"118";"2021-06-02 19:45:00";3121.211914
"119";"2021-06-02 20:00:00";3121.24796071791
"120";"2021-06-02 20:15:00";3121.211914
"121";"2021-06-02 20:30:00";3121.211914
"122";"2021-06-02 20:45:00";3121.211914
"123";"2021-06-02 21:00:00";3121.211914
"124";"2021-06-02 21:15:00";3128.788086
"125";"2021-06-02 21:30:00";3128.788086
"126";"2021-06-02 21:45:00";3128.788086
"127";"2021-06-02 22:00:00";3126.54948099574
"128";"2021-06-02 22:15:00";3128.788086
"129";"2021-06-02 22:30:00";3136.364014
