"Time";"T2"
2018-03-24 09:30:00;16403.0295902
2018-03-24 09:45:00;16399.9993166
2018-03-24 10:00:00;16398.4842774
2018-03-24 10:15:00;16393.9387694
2018-03-24 10:30:00;16387.8780272
2018-03-24 10:45:00;16383.3325194
2018-03-24 11:00:00;16380.3020508
2018-03-24 11:15:00;16377.2715822
2018-03-24 11:30:00;16374.2415042
2018-03-24 11:45:00;16371.211426
2018-03-24 12:00:00;16366.6661134
2018-03-24 12:15:00;16362.1208008
2018-03-24 12:30:00;16357.5754882
2018-03-24 12:45:00;16348.4842772
2018-03-24 13:00:00;16340.9083006
2018-03-24 13:15:00;16334.8475584
2018-03-24 13:30:00;16327.2719724
2018-03-24 13:45:00;16321.2112302
2018-03-24 14:00:00;16321.2112302
2018-03-24 14:15:00;16321.2112302
2018-03-24 14:30:00;16319.6963864
2018-03-24 14:45:00;16319.6963864
2018-03-24 15:00:00;16318.1815426
2018-03-24 15:15:00;16315.1512692
2018-03-24 15:30:00;16313.6364254
2018-03-24 15:45:00;16313.6364254
2018-03-24 16:00:00;16313.6364254
2018-03-24 16:15:00;16315.1512692
2018-03-24 16:30:00;16318.1815426
2018-03-24 16:45:00;16322.7268552
2018-03-24 17:00:00;16328.7874022
2018-03-24 17:15:00;16336.3629882
2018-03-24 17:30:00;16342.4237304
2018-03-24 17:45:00;16351.5149414
2018-03-24 18:00:00;16357.5756836
2018-03-24 18:15:00;16363.6360352
2018-03-24 18:30:00;16366.666504
2018-03-24 18:45:00;16372.7270508
2018-03-24 19:00:00;16374.2418946
2018-03-24 19:15:00;16377.2719726
2018-03-24 19:30:00;16380.3024412
2018-03-24 19:45:00;16384.8477536
2018-03-24 20:00:00;16387.8780272
2018-03-24 20:15:00;16389.3932614
2018-03-24 20:30:00;16389.3932614
2018-03-24 20:45:00;16389.3932614
2018-03-24 21:00:00;16387.878027
2018-03-24 21:15:00;16386.3629878
2018-03-24 21:30:00;16387.8782222
2018-03-24 21:45:00;16390.9084958
2018-03-24 22:00:00;16392.423535
2018-03-24 23:00:00;16395.4538086
2018-03-24 23:15:00;16396.9688478
2018-03-24 23:30:00;16398.483887
2018-03-24 23:45:00;16398.483887
