"Time";"T2"
2017-07-24 05:00:00;17138.8906243333
2017-07-24 05:15:00;17138.8906243333
2017-07-24 05:30:00;17138.8906243333
2017-07-24 05:45:00;17138.8906243333
2017-07-24 06:00:00;17140.4058587333
2017-07-24 06:15:00;17140.4058587333
2017-07-24 06:30:00;17140.4058587333
2017-07-24 06:45:00;17140.4058587333
2017-07-24 07:00:00;17140.4058587333
2017-07-24 07:15:00;17138.8906243333
2017-07-24 07:30:00;17140.4058587333
2017-07-24 07:45:00;17140.4058587333
2017-07-24 08:00:00;17141.9210931333
2017-07-24 08:15:00;17143.4363275333
2017-07-24 08:30:00;17144.9515619333
2017-07-24 08:45:00;17144.9515619333
2017-07-24 09:00:00;17146.4667963333
2017-07-24 09:15:00;17146.4667963333
2017-07-24 09:30:00;17147.9812495333
2017-07-24 09:45:00;17149.4957027333
2017-07-24 10:00:00;17151.0101559333
2017-07-24 10:15:00;17152.5246091333
2017-07-24 10:30:00;17154.0390623333
2017-07-24 10:45:00;17152.5246091333
2017-07-24 11:00:00;17152.5246091333
2017-07-24 11:15:00;17152.5246091333
2017-07-24 11:30:00;17152.5246091333
2017-07-24 11:45:00;17151.0101559333
2017-07-24 12:00:00;17149.4949215333
2017-07-24 12:15:00;17147.9804683333
2017-07-24 12:30:00;17146.4660151333
2017-07-24 12:45:00;17144.9515619333
2017-07-24 13:00:00;17144.9515619333
2017-07-24 13:15:00;17146.4667963333
2017-07-24 13:30:00;17147.9812495333
2017-07-24 13:45:00;17147.9812495333
2017-07-24 14:00:00;17149.4957027333
2017-07-24 14:15:00;17151.0101559333
2017-07-24 14:30:00;17151.0101559333
2017-07-24 14:45:00;17149.4957027333
2017-07-24 15:00:00;17147.9804683333
2017-07-24 15:15:00;17146.4660151333
2017-07-24 15:30:00;17147.9812495333
2017-07-24 15:45:00;17152.5261715333
2017-07-24 16:00:00;17157.0710935333
2017-07-24 16:15:00;17163.1312499333
2017-07-24 16:30:00;17167.6761719333
2017-07-24 16:45:00;17170.7066405333
2017-07-24 17:00:00;17172.2218747333
2017-07-24 17:15:00;17173.7371089333
2017-07-24 17:45:00;17173.7371089333
2017-07-24 18:00:00;17175.2523431333
2017-07-24 18:15:00;17175.2523431333
2017-07-24 18:30:00;17175.2523431333
2017-07-24 18:45:00;17175.2523431333
2017-07-24 19:00:00;17176.7675773333
2017-07-24 19:15:00;17176.7675773333
2017-07-24 19:30:00;17176.7675773333
2017-07-24 19:45:00;17176.7675773333
2017-07-24 20:00:00;17176.7675773333
2017-07-24 20:15:00;17176.7675773333
2017-07-24 20:30:00;17176.7675773333
2017-07-24 20:45:00;17176.7675773333
2017-07-24 21:00:00;17176.7675773333
2017-07-24 21:15:00;17176.7675773333
2017-07-24 21:30:00;17176.7675773333
2017-07-24 21:45:00;17179.7976555333
2017-07-24 22:00:00;17179.7976555333
2017-07-24 22:15:00;17181.3124993333
2017-07-24 22:30:00;17182.8273431333
2017-07-24 22:45:00;17185.8574213333
2017-07-24 23:00:00;17184.3421869333
2017-07-24 23:15:00;17187.3722651333
2017-07-24 23:30:00;17188.8874995333
2017-07-24 23:45:00;17190.4027339333
2017-07-25 00:00:00;17190.4027339333
2017-07-25 00:15:00;17190.4027339333
2017-07-25 00:30:00;17190.4027339333
2017-07-25 00:45:00;17190.4027339333
2017-07-25 01:00:00;17190.4027339333
2017-07-25 01:15:00;17190.4027339333
2017-07-25 01:30:00;17190.4027339333
2017-07-25 01:45:00;17190.4027339333
2017-07-25 02:00:00;17190.4027339333
2017-07-25 02:15:00;17190.4027339333
2017-07-25 02:30:00;17190.4027339333
2017-07-25 02:45:00;17191.9179683333
2017-07-25 03:00:00;17191.9179683333
2017-07-25 03:15:00;17191.9179683333
2017-07-25 03:30:00;17193.4332027333
2017-07-25 03:45:00;17194.9484371333
2017-07-25 04:00:00;17196.4636715333
2017-07-25 04:15:00;17197.9789059333
2017-07-25 04:30:00;17199.4941403333
2017-07-25 04:45:00;17199.4941403333
2017-07-25 05:00:00;17199.4941403333
2017-07-25 05:15:00;17199.4941403333
2017-07-25 05:30:00;17199.4941403333
2017-07-25 05:45:00;17199.4941403333
2017-07-25 06:00:00;17199.4941403333
2017-07-25 06:15:00;17199.4941403333
2017-07-25 06:30:00;17199.4941403333
2017-07-25 06:45:00;17199.4941403333
2017-07-25 07:00:00;17199.4941403333
2017-07-25 07:15:00;17201.0093747333
2017-07-25 07:30:00;17201.0093747333
2017-07-25 07:45:00;17202.5246091333
2017-07-25 08:00:00;17202.5246091333
2017-07-25 08:15:00;17202.5246091333
2017-07-25 08:30:00;17202.5246091333
2017-07-25 08:45:00;17202.5246091333
2017-07-25 09:00:00;17204.0402341333
2017-07-25 09:15:00;17207.0710935333
2017-07-25 09:30:00;17210.1019529333
2017-07-25 09:45:00;17210.1019529333
2017-07-25 10:00:00;17213.1328123333
2017-07-25 10:15:00;17213.1328123333
2017-07-25 10:30:00;17213.1328123333
2017-07-25 10:45:00;17213.1328123333
2017-07-25 11:00:00;17214.6484373333
2017-07-25 11:15:00;17213.1328123333
2017-07-25 11:30:00;17211.6171873333
2017-07-25 11:45:00;17208.5863279333
2017-07-25 12:00:00;17207.0707029333
2017-07-25 12:15:00;17204.0398435333
2017-07-25 12:30:00;17201.0093747333
2017-07-25 12:45:00;17199.4941403333
2017-07-25 13:00:00;17199.4941403333
2017-07-25 13:15:00;17196.4636715333
2017-07-25 13:30:00;17194.9484371333
2017-07-25 13:45:00;17194.9484371333
2017-07-25 14:00:00;17193.4332027333
2017-07-25 14:15:00;17191.9179683333
2017-07-25 14:30:00;17193.4332027333
2017-07-25 14:45:00;17194.9484371333
2017-07-25 15:00:00;17196.4636715333
2017-07-25 15:15:00;17197.9789059333
2017-07-25 15:30:00;17199.4941403333
2017-07-25 15:45:00;17199.4941403333
2017-07-25 16:00:00;17199.4941403333
2017-07-25 16:15:00;17201.0093747333
2017-07-25 16:30:00;17204.0402341333
2017-07-25 16:45:00;17204.0402341333
2017-07-25 17:00:00;17204.0402341333
2017-07-25 17:15:00;17207.0710935333
2017-07-25 17:30:00;17208.5867185333
2017-07-25 17:45:00;17207.0710935333
2017-07-25 18:00:00;17208.5863279333
2017-07-25 18:15:00;17211.6171873333
2017-07-25 18:30:00;17210.1015623333
2017-07-25 18:45:00;17210.1015623333
2017-07-25 19:00:00;17210.1015623333
2017-07-25 19:15:00;17210.1015623333
2017-07-25 19:30:00;17208.5859373333
2017-07-25 19:45:00;17210.1015623333
2017-07-25 20:00:00;17208.5859373333
2017-07-25 20:15:00;17208.5859373333
2017-07-25 20:30:00;17210.1015623333
2017-07-25 20:45:00;17211.6171873333
2017-07-25 21:00:00;17211.6171873333
2017-07-25 21:15:00;17213.1328123333
2017-07-25 21:30:00;17214.6484373333
2017-07-25 21:45:00;17214.6484373333
2017-07-25 22:00:00;17214.6484373333
2017-07-25 22:15:00;17216.1628903333
2017-07-25 22:30:00;17219.1925777333
2017-07-25 22:45:00;17222.2222651333
2017-07-25 23:00:00;17225.2519525333
2017-07-25 23:15:00;17228.2816399333
2017-07-25 23:30:00;17229.7968743333
2017-07-25 23:45:00;17231.3121087333
