"datetime","value"
2017-06-02 20:15:00,6850.0000974
2017-06-02 20:30:00,6851.5153318
2017-06-02 20:45:00,6853.0305662
2017-06-02 21:00:00,6854.5458006
2017-06-02 21:15:00,6856.061035
2017-06-02 21:30:00,6857.5762694
2017-06-02 21:45:00,6860.6066406
2017-06-02 22:00:00,6863.6370118
2017-06-02 22:15:00,6866.667383
2017-06-02 22:45:00,6869.6977542
2017-06-02 23:00:00,6871.212891
2017-06-02 23:15:00,6871.212891
2017-06-02 23:30:00,6871.212891
2017-06-02 23:45:00,6871.212891
2017-06-03 00:00:00,6871.212891
2017-06-03 00:15:00,6871.212891
2017-06-03 00:30:00,6871.212891
2017-06-03 00:45:00,6869.6977542
2017-06-03 01:00:00,6871.2127932
2017-06-03 01:30:00,6871.2127932
2017-06-03 01:45:00,6872.7278322
2017-06-03 02:00:00,6872.7278322
2017-06-03 02:15:00,6875.758008
2017-06-03 02:30:00,6874.242969
2017-06-03 02:45:00,6875.758008
2017-06-03 03:00:00,6875.758008
2017-06-03 03:15:00,6875.758008
2017-06-03 03:30:00,6877.2731448
2017-06-03 03:45:00,6878.7881838
2017-06-03 04:15:00,6877.2731448
2017-06-03 04:30:00,6877.2731448
2017-06-03 04:45:00,6877.2731448
2017-06-03 05:00:00,6874.242969
2017-06-03 05:15:00,6874.242969
2017-06-03 05:30:00,6874.242969
2017-06-03 05:45:00,6874.242969
2017-06-03 06:00:00,6875.758008
2017-06-03 06:15:00,6878.7881838
2017-06-03 06:30:00,6878.7881838
2017-06-03 06:45:00,6881.8183596
2017-06-03 07:15:00,6881.8183596
2017-06-03 07:30:00,6880.3033206
2017-06-03 07:45:00,6874.2427736
2017-06-03 08:00:00,6869.6973634
2017-06-03 08:15:00,6862.121582
2017-06-03 08:30:00,6853.0307616
2017-06-03 08:45:00,6845.4549802
2017-06-03 09:00:00,6837.879199
2017-06-03 09:15:00,6828.7883788
2017-06-03 09:30:00,6821.212793
2017-06-03 10:00:00,6816.667383
2017-06-03 10:15:00,6809.0916018
2017-06-03 10:30:00,6803.0309572
2017-06-03 10:45:00,6800.000586
2017-06-03 11:00:00,6795.4549804
2017-06-03 11:15:00,6789.3942382
