"datetime";"T1A2";"T1A3";"T1A4";"T1B2";"T1B3";"T1B4";"T1B5";"T1C2";"T1C4";"T2A1";"T2A2";"T2A3";"T2A4";"T2B2";"T2B3";"T2B4";"T2C1";"T2C2";"T2C3";"T2C4";"T3A2";"T3A3";"T3A5";"T3B1";"T3B2";"T3B3";"T3B4";"T3C1";"T3C3";"T3C4";"T3C5";"phase"
"37";2021-06-01 23:30:00;3734.849121;2416.666992;17507.57617;2363.635986;5719.698242;2772.727051;30.302999;75.758003;6068.182129;1287.879028;560.606018;3022.727051;4962.121094;-4.54747350886464e-13;0;0;6750.000977;666.666992;8583.333008;60.605999;0;1077.272949;0;2172.727051;7568.182129;2036.364014;1618.182007;24977.27344;3075.758057;11545.45508;9234.848633;"Increment"
"38";2021-06-01 23:45:00;3734.849121;2416.666992;17515.15039;2371.211914;5719.698242;2772.727051;30.302999;75.758003;6068.182129;1287.879028;560.606018;3015.150879;4962.121094;-4.54747350886464e-13;0;0;6757.576172;674.242004;8583.333008;60.605999;0;1084.8479;0;2181.818115;7568.182129;2040.909058;1622.727051;24977.27344;3083.333008;11545.45508;9234.848633;"Increment"
"39";2021-06-02 00:00:00;3734.849121;2416.666992;17515.15039;2363.635986;5719.698242;2772.727051;30.302999;68.181999;6068.182129;1287.879028;553.030029;3022.727051;4962.121094;-4.54747350886464e-13;0;0;6757.576172;674.242004;8583.333008;60.605999;0;1084.8479;0;2181.818115;7575.757813;2040.909058;1622.727051;24962.12109;3083.333008;11553.03027;9234.848633;"Increment"
"40";2021-06-02 00:15:00;3734.849121;2409.091064;17515.15039;2371.211914;5727.272949;2780.302979;30.302999;75.758003;6075.757813;1287.879028;560.606018;3015.150879;4962.121094;-4.54747350886464e-13;0;0;6757.576172;681.817993;8583.333008;60.605999;0;1084.8479;0;2172.727051;7575.757813;2040.909058;1622.727051;24962.12109;3090.908936;11545.45508;9227.272461;"Increment"
"41";2021-06-02 00:30:00;3734.849121;2416.666992;17515.15039;2371.211914;5719.698242;2772.727051;30.302999;75.758003;6075.757813;1295.454956;553.030029;3015.150879;4962.121094;-4.54747350886464e-13;0;0;6757.576172;674.242004;8583.333008;60.605999;0;1099.999756;0;2181.818115;7575.757813;2040.909058;1622.727051;24962.12109;3090.908936;11545.45508;9234.848633;"Increment"
"42";2021-06-02 00:45:00;3734.84883151095;2419.03705924537;17521.9137693002;2376.69403281518;5717.33577446655;2774.14933391824;30.302999;75.1253936948973;6075.12749239988;1297.37662502197;554.329147356574;3021.99246297771;4959.81576715572;-1.75530573939295;-22.8810528305712;4.54747350886464e-13;6755.05294192859;675.66482402101;8583.84229230437;59.9728546132863;1.10017959398914e-243;1108.84509213981;9.01264787579902e-264;2184.61040140826;7575.62368061435;2040.88736301318;1627.25083821205;24963.1086869393;3090.86349501345;11545.9547291544;9237.33287785721;"Increment"
"43";2021-06-02 01:00:00;3734.849121;2416.666992;17522.72656;2378.788086;5719.698242;2780.302979;30.302999;75.758003;6075.757813;1295.454956;560.606018;3022.727051;4962.121094;-4.54747350886464e-13;0;1.13686837721616e-13;6757.576172;681.817993;8583.333008;60.605999;0;1107.574707;0;2181.818115;7575.757813;2040.909058;1631.817993;24962.12109;3090.908936;11545.45508;9234.848633;"Increment"
"44";2021-06-02 01:15:00;3734.849121;2416.666992;17515.15039;2371.211914;5719.698242;2780.302979;30.302999;75.758003;6075.757813;1295.454956;560.606018;3015.150879;4969.698242;-4.54747350886464e-13;0;1.13686837721616e-13;6765.151855;681.817993;8583.333008;60.605999;0;1107.574707;0;2181.818115;7575.757813;2040.909058;1631.817993;24962.12109;3090.908936;11545.45508;9234.848633;"Increment"
"45";2021-06-02 01:30:00;3734.849121;2416.666992;17530.30273;2378.788086;5719.698242;2780.302979;30.302999;75.758003;6075.757813;1295.454956;560.606018;3022.727051;4962.121094;-4.54747350886464e-13;0;1.13686837721616e-13;6757.576172;681.817993;8590.90918;53.029999;0;1107.574707;0;2181.818115;7575.757813;2040.909058;1631.817993;24977.27344;3098.485107;11545.45508;9234.848633;"Increment"
"46";2021-06-02 01:45:00;3734.849121;2416.666992;17522.72656;2378.788086;5719.698242;2780.302979;30.302999;75.758003;6083.333984;1295.454956;560.606018;3022.727051;4962.121094;-4.54747350886464e-13;-4.54747350886464e-13;-4.54747350886464e-13;6765.151855;681.817993;8590.90918;60.605999;0;1107.574707;0;2181.818115;7590.90918;2040.909058;1631.817993;24962.12109;3098.485107;11553.03027;9227.272461;"Increment"
"47";2021-06-02 02:00:00;3734.849121;2416.666992;17530.30273;2378.788086;5719.698242;2780.302979;30.302999;75.758003;6083.333984;1303.030029;560.606018;3022.727051;4969.698242;-4.54747350886464e-13;-4.54747350886464e-13;-4.54747350886464e-13;6765.151855;689.393982;8590.90918;60.605999;0;1107.574707;0;2181.818115;7590.90918;2040.909058;1631.817993;24962.12109;3098.485107;11553.03027;9227.272461;"Increment"
"48";2021-06-02 02:15:00;3734.849121;2416.666992;17537.87891;2378.788086;5719.698242;2780.302979;30.302999;75.758003;6083.333984;1295.454956;560.606018;3015.150879;4962.121094;-9.091003;-4.54747350886464e-13;-4.54747350886464e-13;6765.151855;689.393982;8590.90918;60.605999;0;1122.726807;0;2181.818115;7590.90918;2040.909058;1631.817993;24969.69727;3106.061035;11553.03027;9234.848633;"Increment"
"49";2021-06-02 02:30:00;3734.849121;2416.666992;17537.87891;2378.788086;5719.698242;2780.302979;30.302999;75.758003;6090.90918;1303.030029;560.606018;3022.727051;4969.698242;-13.6360019999997;-9.09094199999936;-4.54747350886464e-13;6757.576172;689.393982;8590.90918;60.605999;0;1122.726807;0;2181.818115;7590.90918;2040.909058;1631.817993;24962.12109;3106.061035;11553.03027;9234.848633;"Increment"
